content_id,current_screen,current_text,problem_type,recommended_category,recommended_text,source_required,source_url,last_verified_at,notes
txt-270b162d17c1,YouNew/Core/Localization/L10n.swift:879,Proof of address,duplicate_exact_text,explore,Reference canonical item txt-270b162d17c1; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-7487b073e90f,YouNew/Core/Localization/L10n.swift:881,Bank account,duplicate_exact_text,explore,Reference canonical item txt-381982223d6a; do not store another copy.,false,,,Duplicate occurrences: 7.
txt-36df9da9febb,YouNew/Core/Localization/L10n.swift:888,Let's go,duplicate_exact_text,explore,Reference canonical item txt-c329c0e55e74; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-76aa032bf068,YouNew/Core/Localization/L10n.swift:892,Step %d of %d,duplicate_exact_text,explore,Reference canonical item txt-1956e060cf51; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-af2d6ef7eda6,YouNew/Core/Localization/L10n.swift:894,Municipality support,duplicate_exact_text,official-services,Reference canonical item txt-6b1dc5edc240; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-084f9359d3e2,YouNew/Core/Localization/L10n.swift:897,Local living,duplicate_exact_text,explore,Reference canonical item txt-809de8139ac2; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-c69bd13523a9,YouNew/Core/Localization/L10n.swift:898,Local transport,duplicate_exact_text,transport,Reference canonical item txt-8a62047d478f; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-de633712d1c1,YouNew/Core/Localization/L10n.swift:899,Local safety,duplicate_exact_text,explore,Reference canonical item txt-3454ead90445; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-43e89ca01e4a,YouNew/Core/Localization/L10n.swift:900,Appointment page,duplicate_exact_text,explore,Reference canonical item txt-7854211b55c7; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-c00d94216dcd,YouNew/Core/Localization/L10n.swift:902,Survival Guide,duplicate_exact_text,explore,Reference canonical item txt-9424cbc13228; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-bf0ac0d2eeb7,YouNew/Core/Localization/L10n.swift:904,Survival Guide,duplicate_exact_text,explore,Reference canonical item txt-9424cbc13228; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-9db5a1a0d050,YouNew/Core/Localization/L10n.swift:911,Swap languages,duplicate_exact_text,explore,Reference canonical item txt-bda08b880f05; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-7ebcd47a7a53,YouNew/Core/Localization/L10n.swift:913,Language assistance only,duplicate_exact_text,explore,Reference canonical item txt-be8d8780d9fe; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-c664b6393d5e,YouNew/Core/Localization/L10n.swift:914,Text to translate,duplicate_exact_text,explore,Reference canonical item txt-d4d2e55ea7ab; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-f45e1835b7f6,YouNew/Core/Localization/L10n.swift:915,Translated text,duplicate_exact_text,explore,Reference canonical item txt-9ce48bf0d6b0; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-1a54fe288c5d,YouNew/Core/Localization/L10n.swift:919,Translations may be incomplete or inaccurate. Verify important information with official institutions.,duplicate_exact_text,official-services,Reference canonical item txt-d5d33a1238d4; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-28005993344f,YouNew/Core/Localization/L10n.swift:920,Copy translated text,duplicate_exact_text,explore,Reference canonical item txt-4343110ba3ed; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-2aedbcd021a6,YouNew/Core/Localization/L10n.swift:921,Detect language,duplicate_exact_text,explore,Reference canonical item txt-2ca0f22258df; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-35108ce0ef0e,YouNew/Core/Localization/L10n.swift:922,Possible meaning,duplicate_exact_text,explore,Reference canonical item txt-b49999ee5bc9; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-1b7f739b3a90,YouNew/Core/Localization/L10n.swift:925,Recent translations,duplicate_exact_text,explore,Reference canonical item txt-61dc37489d32; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-72b366dc2cb0,YouNew/Core/Localization/L10n.swift:926,Translate a letter or message to keep it here.,duplicate_exact_text,explore,Reference canonical item txt-22a017905804; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-b2c49c24f924,YouNew/Core/Localization/L10n.swift:932,Marketing Preview,duplicate_exact_text,explore,Reference canonical item txt-5db54390b642; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-f0794dc35b57,YouNew/Core/Localization/L10n.swift:936,Your private Netherlands manual,duplicate_exact_text,explore,Reference canonical item txt-162829d353dd; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-83628875228c,YouNew/Core/Localization/L10n.swift:938,Key benefits,duplicate_exact_text,explore,Reference canonical item txt-bf209ba6f80d; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-8318035fbdf0,YouNew/Core/Localization/L10n.swift:944,Screenshot copy,duplicate_exact_text,explore,Reference canonical item txt-c8b8f4fdc1e8; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-bff12ed730c5,YouNew/Core/Localization/L10n.swift:945,The Netherlands makes sense here.,duplicate_exact_text,explore,Reference canonical item txt-1dbd09681b9f; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-ecb6c041d570,YouNew/Core/Localization/L10n.swift:948,"Understand DigiD, BSN, gemeente, healthcare, housing, and taxes.",mixed_english_dutch,health-and-safety,"Understand DigiD, BSN, gemeente, healthcare, housing, and taxes.",false,,,
txt-daff891dd589,YouNew/Core/Localization/L10n.swift:951,Icon preview,duplicate_exact_text,explore,Reference canonical item txt-b46be50deb0b; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-e698d9a9a3ee,YouNew/Core/Localization/L10n.swift:956,Letter Assistant,duplicate_exact_text,explore,Reference canonical item txt-81b2ae83ec2f; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-4d71cac86eff,YouNew/Core/Localization/L10n.swift:961,Geschiedenis van Nederland,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-4d71cac86eff; do not store another copy.,false,,,Duplicate occurrences: 13.
txt-fd137d4f6b84,YouNew/Core/Localization/L10n.swift:962,"Water, handel, steden, republiek en de moderne samenleving.",duplicate_exact_text,explore,Reference canonical item txt-fd137d4f6b84; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-89198b7815be,YouNew/Core/Localization/L10n.swift:969,Geschiedenis van Nederland,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-4d71cac86eff; do not store another copy.,false,,,Duplicate occurrences: 13.
txt-12ec555a0524,YouNew/Core/Localization/L10n.swift:970,"Water, handel, steden, republiek en de moderne samenleving.",duplicate_exact_text,explore,Reference canonical item txt-fd137d4f6b84; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-9fa4714265a9,YouNew/Core/Localization/L10n.swift:972,Meer leren,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-9fa4714265a9; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-b833f88bfb42,YouNew/Core/Localization/L10n.swift:975,Wat is BSN?,duplicate_exact_text,getting-started,Reference canonical item txt-b833f88bfb42; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-63665180aa5b,YouNew/Core/Localization/L10n.swift:976,Hoe krijg ik DigiD,duplicate_exact_text,official-services,Reference canonical item txt-63665180aa5b; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-886917a29728,YouNew/Core/Localization/L10n.swift:978,Inschrijven bij de gemeente,duplicate_exact_text,explore,Reference canonical item txt-886917a29728; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-1d2558d7aa98,YouNew/Core/Localization/L10n.swift:983,Profiel bewerken,duplicate_exact_text,explore,Reference canonical item txt-1d2558d7aa98; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-70f140c6e386,YouNew/Core/Localization/L10n.swift:984,Over YouNew.nl,duplicate_exact_text,explore,Reference canonical item txt-70f140c6e386; do not store another copy.,false,,,Duplicate occurrences: 5.
txt-e7785de55f71,YouNew/Core/Localization/L10n.swift:985,Niet verbonden met Nederlandse overheidsinstanties.,duplicate_exact_text,explore,Reference canonical item txt-e7785de55f71; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-6a70218dbf8d,YouNew/Core/Localization/L10n.swift:986,Dit is geen juridisch advies.,duplicate_exact_text,explore,Reference canonical item txt-6a70218dbf8d; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-6b5f3d8449df,YouNew/Core/Localization/L10n.swift:987,Controleer altijd belangrijke informatie bij officiële bronnen.,duplicate_exact_text,explore,Reference canonical item txt-6b5f3d8449df; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-2fef05e5958e,YouNew/Core/Localization/L10n.swift:994,Vluchteling / Statushouder,duplicate_exact_text,explore,Reference canonical item txt-2fef05e5958e; do not store another copy.,false,,,Duplicate occurrences: 6.
txt-b60c9c63d6f9,YouNew/Core/Localization/L10n.swift:995,Tijdelijke werknemer,duplicate_exact_text,explore,Reference canonical item txt-b60c9c63d6f9; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-07bb642328ea,YouNew/Core/Localization/L10n.swift:997,Komt binnenkort aan,duplicate_exact_text,explore,Reference canonical item txt-07bb642328ea; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-344c747f6c44,YouNew/Core/Localization/L10n.swift:998,Onlangs aangekomen,duplicate_exact_text,explore,Reference canonical item txt-344c747f6c44; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-167829af2231,YouNew/Core/Localization/L10n.swift:999,Woont al in NL,duplicate_exact_text,explore,Reference canonical item txt-167829af2231; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-3ffda19f89f5,YouNew/Core/Localization/L10n.swift:1005,Lokale herinneringen,duplicate_exact_text,explore,Reference canonical item txt-3ffda19f89f5; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-3f751f49b0ac,YouNew/Core/Localization/L10n.swift:1006,Taal bijgewerkt,duplicate_exact_text,explore,Reference canonical item txt-3f751f49b0ac; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-285d9e1ba7ce,YouNew/Core/Localization/L10n.swift:1007,Feedback wordt lokaal bewaard voor je eigen overzicht. Gebruik officiële bronnen bij urgente zaken.,duplicate_exact_text,explore,Reference canonical item txt-285d9e1ba7ce; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-181bb5205174,YouNew/Core/Localization/L10n.swift:1011,Aanbevolen stappen,duplicate_exact_text,explore,Reference canonical item txt-181bb5205174; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-c01324d18314,YouNew/Core/Localization/L10n.swift:1012,Opgeslagen onderwerpen,duplicate_exact_text,explore,Reference canonical item txt-c01324d18314; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-f3cdfadbc609,YouNew/Core/Localization/L10n.swift:1013,Recent geopend,duplicate_exact_text,explore,Reference canonical item txt-f3cdfadbc609; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-844338bd3c74,YouNew/Core/Localization/L10n.swift:1014,Belangrijke stappen,duplicate_exact_text,explore,Reference canonical item txt-844338bd3c74; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-e6aaa890df33,YouNew/Core/Localization/L10n.swift:1015,Herinneringen actief,duplicate_exact_text,explore,Reference canonical item txt-e6aaa890df33; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-be4f86bb2bcb,YouNew/Core/Localization/L10n.swift:1016,Herinneringen worden lokaal op je apparaat opgeslagen.,duplicate_exact_text,explore,Reference canonical item txt-be4f86bb2bcb; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-dd6573eaaaf2,YouNew/Core/Localization/L10n.swift:1019,Gebruik locatie,duplicate_exact_text,explore,Reference canonical item txt-dd6573eaaaf2; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-6661ce74a05e,YouNew/Core/Localization/L10n.swift:1020,Kaart openen,duplicate_exact_text,explore,Reference canonical item txt-6661ce74a05e; do not store another copy.,false,,,Duplicate occurrences: 5.
txt-3bf4774cbe2d,YouNew/Core/Localization/L10n.swift:1022,Documenten worden op het apparaat opgeslagen.,duplicate_exact_text,getting-started,Reference canonical item txt-3bf4774cbe2d; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-cefeaadd954b,YouNew/Core/Localization/L10n.swift:1023,Documentcache wissen,duplicate_exact_text,getting-started,Reference canonical item txt-cefeaadd954b; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-c780be25c7c1,YouNew/Core/Localization/L10n.swift:1024,"Beheer documentprivacy, lokale opslag en gegevensopties via Privacy en gegevensbeheer.",duplicate_exact_text,getting-started,Reference canonical item txt-c780be25c7c1; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-0a8758c399ec,YouNew/Core/Localization/L10n.swift:1025,"Bedankt, melding genoteerd",duplicate_exact_text,explore,Reference canonical item txt-0a8758c399ec; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-99ffd5c6a36e,YouNew/Core/Localization/L10n.swift:1026,Open een onderdeel om je snelle geschiedenis op te bouwen,duplicate_exact_text,explore,Reference canonical item txt-99ffd5c6a36e; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-561c8fe245ee,YouNew/Core/Localization/L10n.swift:1027,Voorbeelden herinneringen,duplicate_exact_text,explore,Reference canonical item txt-561c8fe245ee; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-ae6e59eac527,YouNew/Core/Localization/L10n.swift:1030,Plan lokale melding,duplicate_exact_text,explore,Reference canonical item txt-ae6e59eac527; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-6f9eeb58746f,YouNew/Core/Localization/L10n.swift:1031,Snooze +2 dagen,duplicate_exact_text,explore,Reference canonical item txt-6f9eeb58746f; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-7736a4480a4c,YouNew/Core/Localization/L10n.swift:1032,Nieuwe modules,duplicate_exact_text,explore,Reference canonical item txt-7736a4480a4c; do not store another copy.,false,,,Duplicate occurrences: 2.
